epoch,loss
0,0.0026660527542891124
1,0.0017803730160532289
2,0.001810176640507764
3,0.001585062234916667
4,0.0015468952388250628
5,0.0014700938016717062
6,0.0014043447658101597
7,0.001325363914307064
8,0.0012930836521779187
9,0.001268464991872596
10,0.0012314186879551594
11,0.0011910308486674929
12,0.0012163061722431604
13,0.001171497903243962
14,0.0011468432983221285
15,0.0012736461425749597
16,0.0012701797917264576
17,0.0013455909933206927
18,0.0013249569589274305
19,0.001208835829435507
20,0.001078553897740793
21,0.0011293533276798989
22,0.0013591256482109134
23,0.001131307133057011
24,0.0010898508125825263
25,0.0010952472453666516
26,0.000922699353906989
27,0.0008725171782856247
28,0.0008409343775211424
29,0.0007951868563197104
30,0.0007673620549084686
31,0.0007325247676884074
32,0.0007160577042710845
33,0.0007476124380586472
34,0.0007454164011964226
35,0.000806262345298255
36,0.0007185764846978244
37,0.000676975185705974
38,0.0006531320431709947
39,0.0006362428254140681
40,0.0006434549332805125
41,0.0006378416955507816
42,0.0006365743248710467
43,0.0006401388244497894
44,0.0006973552664295142
45,0.0006467450773029758
46,0.0006376403823611732
47,0.0006210801247604684
48,0.0006526936077903286
49,0.0005763757026902509
50,0.0005587126321995439
51,0.0005212448207168266
52,0.00048649543747587105
53,0.00046002159757635897
54,0.0004504670084234539
55,0.0004507618775154798
56,0.00044671127315216915
57,0.0005130683205160231
58,0.0005874422477338135
59,0.0006182678837521687
60,0.0005603356776814735
61,0.0004771440743204232
62,0.0004725591611505446
63,0.0004785223458390618
64,0.0004742482655671394
65,0.0004322586432921416
66,0.00040874213774490595
67,0.00039287526541769194
68,0.00038640409037113865
69,0.00039527114158529795
70,0.0004042434418164561
71,0.0003843304895377814
72,0.0003959826353567454
73,0.0004137030345794467
74,0.00047633848188209166
75,0.00040185423624003035
76,0.00037168016224292633
77,0.00035188275734292565
78,0.0003421038554702279
79,0.0003541251513677023
80,0.0003693190912143344
81,0.0003356226655961805
82,0.0003085872757723977
83,0.00029666985093878797
84,0.00028661278293616246
85,0.0002887738791457188
86,0.0002901256529619197
87,0.000277445916804127
88,0.00027109264938591284
89,0.0002651400218161232
90,0.0002680977241408716
91,0.0002748022078302268
92,0.00031033991851560496
93,0.0003298837033413571
94,0.00065687371686406
95,0.0005455422682988346
96,0.0007349052357608528
97,0.0006058649137658343
98,0.000547354800978721
99,0.00047026286791343756
100,0.0005065836472075506
101,0.0004311530971096485
102,0.0005434347054924876
103,0.0005664043796425047
104,0.000778804822126133
105,0.0007701268133046982
106,0.0005734587678010819
107,0.0004977539246136584
108,0.0003658994775006935
109,0.0003379341242613182
110,0.0003503554456155535
111,0.00033619981196235203
112,0.0005008558940175384
113,0.0004466952781128599
114,0.0005177489089623795
115,0.000416600996610556
116,0.0003667605387300586
117,0.0003991967864722905
118,0.00042443844823990967
119,0.0003277941822057047
120,0.0003094871246670216
121,0.00026532445589954446
122,0.0002488640648480256
123,0.00022578854473136284
124,0.00021878882602255242
125,0.00021424871967006453
126,0.0002071577668921215
127,0.000207061924158761
128,0.00020775222347975728
129,0.00020867602501276007
130,0.0002031840660543593
131,0.00019656055971696695
132,0.00019302617553805415
133,0.000190881391383224
134,0.00019222838911211657
135,0.00018701555883959714
136,0.0001872489387377703
137,0.00018153737991957402
138,0.00017948621854512725
139,0.00017614284131819822
140,0.00017292131969984297
141,0.00017056239745336284
142,0.00016956092011233257
143,0.0001675774872386298
