NN-proppr-3,NN-proppr-4,NN-proppr-5,NN-proppr-6,NN-proppr-7,NN-proppr-8,NN-proppr-9,NN-proppr-10,union,intersection
0.122,0.168,0.119,0.079,0.039,0.040,0.099,0.065,0.113,0.046
