NN-proppr-3,NN-proppr-4,NN-proppr-5,NN-proppr-6,NN-proppr-7,NN-proppr-8,NN-proppr-9,NN-proppr-10,union,intersection
0.336,0.368,0.276,0.254,0.130,0.131,0.274,0.165,0.300,0.152
